,count,percentage,EOA_count,EOA_percentage
erd1zpflhuudtevy9j7073hynrth920nll7s9n582tkumdv3yr6aj28qm7hjzq,0,0.0,0,0.0
erd1qj954yv3rvw8tetwjegnvqd3raclmjmm3s8pzcg0dg8tsp6swness4rkv6,0,0.0,0,0.0
erd1qk0dnkk9epkgp7xmlhg0k6l02r8s4x0vz9mr7ye2dgkjxey7dt4s2w2t2f,0,0.0,0,0.0
erd10398rfj5xtx9h8md2yeu95s55y7j6wtvkwmncsvpeueqj752462qt35slg,0,0.0,0,0.0
erd1qj8h692dk9k2cjzl95l4hj9w7hruy2wzsk00wz7l3n25f3aqglhsmsxr5g,0,0.0,0,0.0
erd1qhz27cppz5q4elc9uqgz6k9ulmc9kt6mt2rjlu20cr6a447c70kq7p06tx,0,0.0,0,0.0
erd1qhvhzmjadxvf0v9esyte2g8kctz307dpxwpm5rm5rep66f50c5xq2qhlty,0,0.0,0,0.0
erd1qhr93qwg204n54upnf9l5a2k673a7yjmeff8vpvdqz7vlgm02wms4mhvwx,0,0.0,0,0.0
erd1qhqp8cm4dmzv4nk8almalsx5wa62fag4lpgw9r74nflyruy26jcsk4gn45,0,0.0,0,0.0
erd1qhe87lgl3rc245dzutugnc0udxp25g3dhzwk4nr5hvvv2w4ulm7qznrmlk,0,0.0,0,0.0
erd1zp0w5ffgv30pr42ldg83sus0l53df22dgahheq00yz42uwugfj7scspd6p,0,0.0,0,0.0
erd1qk262dwx0t8rkjy2gydhqj6jp35mzerjcpg2meh6688fz70vvypqn96tat,0,0.0,0,0.0
erd1zpwxlrupqrm430z2vlmva2hzkgue22458hmqgvyxd3zxy7tgag3sd4mtsq,0,0.0,0,0.0
erd103ely3spnxupjdy5lwjpwfx0tfk7k98t6ux9a6hfh64mv4j8ww0scppl3k,0,0.0,0,0.0
erd133mwcydewelzyf8cvz82au3az4l2hj2gxwsdkkmma3qlgt8ylccsmzv300,0,0.0,0,0.0
erd1zmxvqdx9asaq9fudzer94wtzg2s86quhqu66hdfnsyxcfangykvqhsk705,0,0.0,0,0.0
erd1qkvjqgn667fd5aknctjqj0uvhgtr5gn565c0ejj8rjxwtkq43rpqn0mypw,0,0.0,0,0.0
erd1qkts87n8r53pntkh5zvwmj5hs6g5f3ye0q468mdlmkgk97kxt0tq9q5m8s,0,0.0,0,0.0
erd133nusn2wkmag4cgzllcfu28xdfays8wu82ualeejg3q2nglullcs2a0a8z,0,0.0,0,0.0
erd1zn9tksk0y8qz3su5ap5p2vd03s7ut3zy48ny39x6khzavdnjwm7qcu00r0,0,0.0,0,0.0
erd1znde339szqz73jq9exl5nr58tm3qv8czg0w4zpkw0l48720zhn8s87yrky,0,0.0,0,0.0
erd1qkhv3kpak9r90wglfy9jkrdyv25jswmc28vfcdjsezcgrwta9stsr4zhr0,0,0.0,0,0.0
erd1qk2m0xny5zs5x8m8md74hrkswdm8qssn2uz2wzfemvetkk76xhsqmg3xq3,0,0.0,0,0.0
erd1qkhellw5gfhaumdxa3zzhzrgul2ta283jz4dgx5kyfrstvajss3qzm4dec,0,0.0,0,0.0
erd1znj0866ad08jzsdjksz3gmnwf4geckyw0sxasp9rkpujs3uq3nuslekp8r,0,0.0,0,0.0
erd1znljggmv7rm3s08fnl2a3e9yq7fvmhak2t8pxdapzn7kw5yg438qms4exl,0,0.0,0,0.0
erd1znza47gmr80e36cn2jkyzu988yg005493yhv72ujsh97uj4f0vnqjyrgr5,0,0.0,0,0.0
erd1qk5m8k8q0689sthq04qxklz2evnc3468l8x93mgcw3gm2lpe6mkshfjq3p,0,0.0,0,0.0
erd1qk4adt0gwnryf7gkjlnkrm92tat4fw36l9rdnnk4p73nm9zkvljsssa9y5,0,0.0,0,0.0
erd133twrx2zpkep3jjx89cz38srw7xrga92zsjty3h7ra3v3z7v34rqtm6j72,0,0.0,0,0.0
erd1qhcu9v548f6gmv4mfmkc3m4jrf3cmyj877ewqjzu7uqmrfjx2t8scr8g6y,0,0.0,0,0.0
erd1zq2ghvulzxjyseh8y8u4ughc2tjvx29cv6g76yumey9jzt7mxtmq744u8y,0,0.0,0,0.0
erd106e57wgcrhk8ccmuwlqpjenqrj67c9qvrceh4e47567gp2p0ur2qxvqvyx,0,0.0,0,0.0
erd1zrawq7qqnhgwt0q3sxgx74zcn27l2eljp3el8q2seatle4e9n7kqrkjrr3,0,0.0,0,0.0
erd1zr87upaeyzrckut4qf9x7m6v47ydqvc2uxd9kqujxe7f5c0f7qwqdw8zp4,0,0.0,0,0.0
erd102lu3stdvsz6p2h3ckh2482k9nxlr5trnrfdlfqay60xjv03ptksu70z9x,0,0.0,0,0.0
erd102kuscxwz02ywhrs426uxracegmwlgtqprpx70tgrd7y4kj8q2pqdavxy6,0,0.0,0,0.0
erd1qf7gaexrt03adyqxfdgjphkykdcslvz43yr9tuq8zsf4myykmees4mypzn,0,0.0,0,0.0
erd1zrar6lst06xkkzeq7pcag88cl5y342p85mnwmsxtxdmsve6yxgzs28q93l,0,0.0,0,0.0
erd134xqgu3npm0jmr3mt9cvujfp2r4m0dn0etxmxucds5t8s0jxmcjq9wah8j,0,0.0,0,0.0
erd1qexjezptf9fgr8euen9jg83cazwqfwvyrnlrrdxu26ya53mknrus4pzmzj,0,0.0,0,0.0
erd1zrsz22estcfdz42cwds7djzafp7jq0ff7s57tump2cx7re3heujsjhgnmd,0,0.0,0,0.0
erd1zr6sl5c4y75gkhttu5hk4n9yygxul3jszmdwxswuphxm7efmsrqqnmp4hf,0,0.0,0,0.0
erd1zrxzwr4q6ugsu9fafph4ml58cnrmchynnsrmnsujv906jkvs2gpqra887s,0,0.0,0,0.0
erd1zryr56u2gtm8c7asvdj9wvn4y2jl3427sjuuwrhqug8j7zavlgxqcfg7c7,0,0.0,0,0.0
erd1qejamjpcwmq25lxurkdm300fcl4gugp3nyr9hz6sg2j3kn37p67s8mdvd5,0,0.0,0,0.0
erd1qegsr65a7v49g0s3sgm8xw5rz4ux2z6r9er20ylfh5g9uwyduv5stpysmr,0,0.0,0,0.0
erd1352q64jhkkmjqg56ys8sy9dqlkugwq0frecp297yehx59wgjv7jsgdq5uw,0,0.0,0,0.0
erd1qeed8rqnscm3r34ht5e6ep2qlfhmj3fxkrt8hke675y6fzq2rnwq3njcww,0,0.0,0,0.0
erd1zs0zslwndx3utpdrc69lx0txqgpkk56gsvcfmyy5mmpw22jg5qvsqj5kd6,0,0.0,0,0.0
erd1qfc36vpsks45uq44grghzz5envzt2uj0dcsza2wflykcrsntagvs2l7ker,0,0.0,0,0.0
erd1qfgxdhpv4htvr2d6kuh303wzh6m2xfruksn7rpy0kllmawksly0sgkgemq,0,0.0,0,0.0
erd1037qq5fg7sjqdgkgpn4rf0va7sf53jvmnm62f2e5znxgwklnwrsq0g5g7w,0,0.0,0,0.0
erd1qg4vf4eequgm7un7xyuyl5knpqj0af5h3dav74dxy5tl9qf8x59sp9dy6z,0,0.0,0,0.0
erd1zq7wmc57gmcl8g9kt7n66dyjlemd8szun8ga4fd3np3jam92p2vsh4ypyj,0,0.0,0,0.0
erd1zqkllrlf4q3nq4lw33cxgzysn7gw30aynm9tavlss3pg4wemd0tqdwjtyx,0,0.0,0,0.0
erd1qgpdv65yqrqxgf3dr8smxkgc7xh7hhctvzypmn3mj7vpmgrtcq2qknwsr4,0,0.0,0,0.0
erd1zqqjx383f3wk0uqkjv6gh6xdwywn7lng06c2rx2kajj8fhmm40mqhqcnpr,0,0.0,0,0.0
erd1qgfuwqdkw4d7xn6unqcg48aa6alg38p85h7ffxyp2a3hqnu87fnsyue5y9,0,0.0,0,0.0
erd1qgedzllvtf6c040s723vxswlcddx3v85wgxmw3wp7hcekj70r8dquhx47x,0,0.0,0,0.0
erd1qge3ml44ttxgs2jy0z7g7gmrhwzzryd2vru6nk4u5uy6j5eev0ssfugk6r,0,0.0,0,0.0
erd1qg4au925sq6e6e52sygdhqeve9gwqpndlpq2r2a9qmf6lddvk7ksclgsnh,0,0.0,0,0.0
erd1qfj0v26kqccmvqcg7e8s0dqvpkswcrpdlt9c6wkjygekamek9dhs3r38yx,0,0.0,0,0.0
erd102rrpnkh8rdkwc69t8993h0sghylm4ehazl5z2he3jnmtfkvl23snzelm8,0,0.0,0,0.0
erd1qg3xsupcv7ptc2ndhu86syr8e0nvg35mdzxhdkgv2fy7s8fuhv4qvv3px0,0,0.0,0,0.0
erd1zqunv7jdgrlcdfwe3xskllmxgd0cajn873tylrsfk3kfa805mn5sp6hzr7,0,0.0,0,0.0
erd1qfycayqs80fecfz8etxpy2cxdyqt2ca4uxcc3d95x7cy83n4ew4qj4gnxg,0,0.0,0,0.0
erd1qfxkw2easd44amdruex0rrh2jtste5cgnlxux9zrvku7kd87j6ns5jf0gm,0,0.0,0,0.0
erd134mt2ldlpprkjj2pjvd2d2prpr3zfsx50tjqjz6f787pej79h4wqvrpy3q,0,0.0,0,0.0
erd1qfj3kcvjymvh4sluw3ff0rpra970azgmpvpu8r8c28f423ys594qju85m2,0,0.0,0,0.0
erd1ql3q0t7p0u2w8ql4v333xllpgjegpmwpmfp5ag7dlumlnh5w6h5q6j3jmv,0,0.0,0,0.0
erd1ql6er47kn5mfsph0qw3mfdp28cqgzem24zmw0s6sdk7m8v7n7n5qd0svth,0,0.0,0,0.0
erd1qlahh55r6j2xgxj5nrngtz608ztd49hqtq2mcaffkhxc32lldvysmj6dah,0,0.0,0,0.0
erd1qqjuafha8307f7dyhxyju8g8jw8yjdg4mwt5dye2c0xvh7cgfwjqlt8plc,0,0.0,0,0.0
erd1zhz5zhyv8ma3uk24cuqk6tqwncphafjeafxla44jza790ryfm5hqzncsvh,0,0.0,0,0.0
erd1qqkqtmrexcjk06jl47g457r4fx62g64szta5h277nwz44su8pr2qw8th5e,0,0.0,0,0.0
erd103py94rsf08l0xlnv7mgjfyu54rusgct3qhm8d7qm0lt0vf4uvcqwhz4u0,0,0.0,0,0.0
erd1zj2esc6djjdz2fwljkwvw7jld96chkwne0nprvpwuc99mj57aw0s7xtylk,0,0.0,0,0.0
erd1zj4cyhea8huqhj75uq9vacmxkl524t6ryfpzmkwm2fhgtgwc2m5qjnsxwh,0,0.0,0,0.0
erd1zj4g4xlyr542jdywkx3l4asgu0q9t0lzmcxuj326460gx20qgcyqmy2x27,0,0.0,0,0.0
erd1zja88gv2ef8tgr5y9vx8jvndht4z9e63r00l3ky3tp8fln4zgrvshl7xmj,0,0.0,0,0.0
erd1qqhxdl6hnhdrz4n3ka7df235dl8j0tayt8crycmmm7p9qxmk6jrqhewu64,0,0.0,0,0.0
erd1zhk5p264g72lhh8kt5ma63exx85jlyycu9etyc0ephk6lllsfr8qy3kznt,0,0.0,0,0.0
erd1zjgjafe24jnlk94gtxmqfd4690cm6n9le73gp3d94g98lc6ryfwshqt8dc,0,0.0,0,0.0
erd1zjrn5u044p3gvzknst7w2mkje0vm9qfcq3ajp8mzfa9tnaady9sqzqqasm,0,0.0,0,0.0
erd1qqf0z2dm37da3eww66gnwlngeuqrrxy6g80p9eknrxgrwg4cx2vqtqwdsl,0,0.0,0,0.0
erd1qqc9rwwxtw9vsz29svre2k6c53tuyehz987ushhv7mwpxejj3a2ssezvp0,0,0.0,0,0.0
erd1zjy0nuwyuglm6up4u5v6fwwamzn4qanykc76sz74rhnf8f5nt2aq8yz6q0,0,0.0,0,0.0
erd1qq5dvnmqnj4rly0hqk2mqxs0z60r5r7723p6tzhuzvhq89atvrxsdjjy0u,0,0.0,0,0.0
erd103nrh4dmuwq9xp2mrjxcsfcuazwqk8gxsqayyr7e4a9uu4g7ky0suze66m,0,0.0,0,0.0
erd103rdz0w3x0p0fm5sk703jre3xgxe75s02guqydquwzqdqs64glzs63cmqu,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq0erzpydzvy5unmj7867vaapddpc870x44qvqe209k4,0,0.0,0,0.0
erd133j0yy3d7vpxrkasv6almr0te6axsn2u25ceed7u3ygrvvtfhcsqjnn25s,0,0.0,0,0.0
erd1zhddl833kj0g755d0gu0kfvfy373n8rt9kkkk2r5vqc8eryhv70swm33n8,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgqf92y7l5guqyeym23uhaw8ms5r2zg0gym7vrs7074pq,1,0.006169412055031155,0,0.0
erd1qqqqqqqqqqqqqpgqehfk86s8l949whpm7w80zp9j283hq2f3we0sfng5e7,18,0.11104941699056081,0,0.0
erd1qqqqqqqqqqqqqpgqd9rvv2n378e27jcts8vfwynpx0gfl5ufz6hqhfy0u0,47,0.2899623665864643,0,0.0
erd1qqqqqqqqqqqqqpgq9t4l4rm2fr9h4fv05u2ld5eh99a7hlmua9rspf78gp,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq8xwzu82v8ex3h4ayl5lsvxqxnhecpwyvwe0sf2qj4e,6,0.037016472330186935,0,0.0
erd1zh22w970pk3eq7mcf0yxqx9e8uu4ruw22hfmsdjkl5xqdcnd5lrq84w40q,0,0.0,0,0.0
erd103sj8e7t7r0panmd4jmratre4hxyvqm7mw04udfqntc06lg72h7sr6qvcn,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq7gknct222ysujyx2j3lrd0hpuc7zcfla8pgqtz7prm,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq0rkx70tmr3myr9uada9wez4kkymusw94a9rsn5y7tn,10584,65.29705719044975,0,0.0
erd1qqqqqqqqqqqqqpgq705fxpfrjne0tl3ece0rrspykq88mynn4kxs2cg43s,26,0.16040471343081003,0,0.0
erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8,845,5.2131531865013265,0,0.0
erd1qqqqqqqqqqqqqpgq47y8hnct68v6asjv6gxem6h9rumn9frzah0skhxxt6,2,0.01233882411006231,0,0.0
erd1qqqqqqqqqqqqqpgq3w9lvasvuhkupfef299lt55gkxp8wfzfnzcs34f5nj,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq3v7uj2xc49vtg0r544n5ewkgymkd7umls28stywa3j,0,0.0,0,0.0
erd1qqqqqqqqqqqqqpgq3h75cy6h0de54ea3lyxcwz20e34qtjgj6s5stxgry3,2,0.01233882411006231,0,0.0
erd1qqqqqqqqqqqqqpgq2p098xl7t4qcd99556nq3w438j0s6ypxuk2qn65cjj,0,0.0,0,0.0
erd1qpwe59f4rws08l7juwatj32w0hds87unqwrwk0jlsazre76dthaqzghahp,0,0.0,0,0.0
erd1qpvsm40p7wq2xvuqm6pfxqvqkrut82vpv4ytwt2x2hcgw9mymp0q5ykw9d,0,0.0,0,0.0
erd1qpucw7e4fwvp5crzlaql997m7jwaznu8mr2v4mpzjwcd52gdrrcqv9dasg,0,0.0,0,0.0
erd1qmc0mjm668e7mfmfyj4qzksryamrxqgp7wsl2r9as0e4hf6auknqhfg40z,0,0.0,0,0.0
erd1qmracmu4ychddz0g5xxnt0h9m0hdez4pezddgt6jh8lf9xkezmdsa6xqgt,0,0.0,0,0.0
erd1zlgz772ye30xsyt97hm02d4fracjaeewp5hhn6cz03vudgzd695sd8g6c3,0,0.0,0,0.0
erd1zlljv7m2lz96aew2649q76c93p67z9d6ne9dh624qxe7dq9v9emsx8gwa4,0,0.0,0,0.0
erd1qmj46v95d68698dqx0lym87m2fqpquk368ujwmdemzujyqjegcwq3jasha,0,0.0,0,0.0
erd1zllt87k3ve45jxfdl5huahkq5pkzghfe8c705z0773dkdx9s7j9qcvh8j5,0,0.0,0,0.0
erd1qmfd0wq4q0rppx4drwdljux2m9tvu5nweqq68tz9atujjv69s0gqkyhmzh,0,0.0,0,0.0
erd103lxrfzndgn5v5p0c0g0n6pzmkee23ftlvxqh7v637n6chhdqsqs87255v,0,0.0,0,0.0
erd1zm78mlgmrstn5rf598zpczdgskngnwq3w60490kqsufntyp3kscqrwwylq,0,0.0,0,0.0
erd1zkqgj4e7sh2eng79n2v9un3c64y2dgx04pmm902svh3u897dg4sqcc9lje,0,0.0,0,0.0
erd1zmr4f0872xjvzexry6mkllajtcasrwth4mvcck8p9g88c2vfppwqg0q8r2,0,0.0,0,0.0
erd1qlvp4s7j6g0sq2xrrtd78he2txsw86w0jfsaff8rt2njmw490zjstghqxw,0,0.0,0,0.0
erd1qlqj3a4fx9hqhpue0h0pje2jptsm4ahyf07m8q7nsfseqhv0476srvle73,0,0.0,0,0.0
erd1qlpvlv452j0utw23jpfg3mh3dqutvccp5tpxnvxmylvn2x0vawzq3jnf6w,0,0.0,0,0.0
erd1qlnel6u3eup2c8qmn9xw07fvzzwlv40wsj4pc6eprhk7jp4r4kcqae7e0a,0,0.0,0,0.0
erd1zmrtnejjglheuetxd9nd4s0zgat49nwh3dg9csvm2ymvd9f5fjqqhdphxx,0,0.0,0,0.0
erd1qlmqc6ygvv70w3d7ek24vdh2ql2sglkul8fx7h87nkpcvl9q433qrwrqts,0,0.0,0,0.0
erd1qmrgrfveqexfpykf4elua5q9zz2mnu68hf8pwzw7lwfw390rq9hqjyqv62,0,0.0,0,0.0
erd1qmwgchsg4h974st6f88vfj4mpln0zunlgjpalfknrdj64qeh66xs4c36pj,0,0.0,0,0.0
erd1qmz9wkdl5m0cle4n6te5cjpvfxsh648t7gj4mhpzn5y9qzm8q2wqh2k204,0,0.0,0,0.0
erd1qn2lamh8h3qd2w4pkvsanmye5armhr20p0v6ghlvmrf00pzvpduqcerzm2,0,0.0,0,0.0
erd1qpp67mefpe53c69q8qvqrwufjwts9yw4jc5fasdyq6mag2f9g6zs2mzqh8,0,0.0,0,0.0
erd1qpp0yyj9rxvxuanrmuz0axput0rxpzt7nevhjl4slnt9zg69994qv0s5ym,0,0.0,0,0.0
erd1zkxdv9fs0f9p4q6xs0pe500gzz22yt0eh25dt6kf93qfzpy5zk8spmfm3e,0,0.0,0,0.0
erd1zl2g54h853jfp8yn3cjw2k4dvsm538vryt4tx23405dx7fdps2ps3rcmwg,0,0.0,0,0.0
erd1qpfhttchfrxulz8m0gxeghlndykl55kgqd5tl8a3w489wkc46grsu6dp78,0,0.0,0,0.0
erd1zl889hcecr56u6slm9k68m3vxcrdy6p7tqlznpffpjyqdc46q6mquyqsfk,0,0.0,0,0.0
erd1zle2cz32lcwgs6fhsly320j7hf0mmdlnde6w5k5hxmygm4e4ewvs5vt8lf,0,0.0,0,0.0
erd133g2se2aukwzy8jwa4nj3y2f4ath558kungsjnfxe4k3p0k97ydsdsfqtz,0,0.0,0,0.0
erd1zle3rakcr7vm3r7k7shhkkx5rfqg57ak5uhtfnmnglfc3xph9h9qw96v3c,0,0.0,0,0.0
erd133hrmprddp79rzr303uwd3em26hep6v9yq90tcf0v2x9kzy46ppsrhzecd,0,0.0,0,0.0
erd1qp04apjenefn2vvnm4ejr4vd39w96zcswfe29qmjd52lpveq0uvqcwdlvu,0,0.0,0,0.0
erd1qnlkh945fpv9up9l0cmuahs8w5k2aqh3mxvpumq7dtzzs3ym5l5qpglp3k,0,0.0,0,0.0
erd1qnk45nkvvy5an8x4fx3dmtxewa6t98dm5n6ajnqvdcuww6v3msrqp3x0t4,0,0.0,0,0.0
erd1qnjuvcv8h0u8fqv3r3a7j6hh2f36avtu298dmgjw27xn0llpyces3m7qef,0,0.0,0,0.0
erd1qnh6mt49tu80c6dhj7tr22klhe4mzmf4efzrchdmstcesukn86aq3nc8ua,0,0.0,0,0.0
erd1qe902xtty28gq2kmvp8crxajp79m028mp4kjkypggjxc5fle2mkqfvz7ah,0,0.0,0,0.0
erd1354857lv7y2h46hu03wa9axklpswfn7e0jyzzayeh6knmwwvgysqtj3ats,0,0.0,0,0.0
erd1qe3qaj6v6fau0247z0un79twlxsw2knwqgzst2ah03lrs37f7rws9xmmyt,0,0.0,0,0.0
erd1zx5q02ys9t5katz9qpz0zmvmlrqahanlqvmlavsxx8es5p4aqncqy3mtr0,0,0.0,0,0.0
erd1q446cpq9d8zh0q6vkkaeeuqqnzydm7uuuezc0ppuwd3e2c22htcqwxnwkp,0,0.0,0,0.0
erd1q40tnx0j3lu58tsggjwfgmqwqz8jnst7yr6hut2t00wgnznzdamsx7dmsv,0,0.0,0,0.0
erd1376e6ucsc4eax878477xh7w93synyw03ez2g5pspjzvtna7servqwazm3g,0,0.0,0,0.0
erd1zwch5jdykwvmejdag6wynrp5nzwwtj2u86q49lr63wks3gnfnqvqckj5pu,0,0.0,0,0.0
erd1q3th7md237g25x6ek2ndf4ks0l9ufp2vv50ng4kxyzet3s40naqqrkddhe,0,0.0,0,0.0
erd1q3pe5tk8r5e93a8xsec0860nhsrgt0waqm0c8zgny6w2k7fu9xhqpqdvst,0,0.0,0,0.0
erd1q3nzps6avwqsr8w830znr08y6uw7ausqzjcc3eczzg7qk7vaa9rschvzx5,0,0.0,0,0.0
erd1q39j0776clhr8xvzxn2a07jzn5prrytprg4xj8ykt95r2huu2neq3jemgy,0,0.0,0,0.0
erd1370get5h5eunjjrfz6nnnhc0ps7wgv8t5uc7nxq65p8aznsmx3ssf4xyyw,0,0.0,0,0.0
erd1zx6xpv2e7httg6ghvq34h84jqk9s00h2rqkxm7yvgv572k0wa0ws54hhx6,0,0.0,0,0.0
erd1q33hpfz7602t42qtchy584430p8sfs6nk45eh38rxq3k9mkq537ql95fr7,0,0.0,0,0.0
erd1q2snl4dpsl7xwhcvdpurv8dxaqarj829h7dvjwq2953zjn85ya9qdz2823,0,0.0,0,0.0
erd1q2q9a9nlc5fgt6fphf9jkjuyzqzhzq6z02xgvhr37lq2pc75z9pqh55taj,0,0.0,0,0.0
erd1q2mfy44kcptm8x9pfm6kffjdn3j7tlzpyytlm8mv24p2xelevqtqsk7yfl,0,0.0,0,0.0
erd1zxgnf7syamrmwyckt4lwq4sqqg4wdtmx9fq8cfksl2j5f8p43jxqnge5cw,0,0.0,0,0.0
erd1q29x350p6d6tgp37aylqa873rsllgmd0krw53h0xgdw22jka3amq7z6z9f,0,0.0,0,0.0
erd1q44dgegar4g98rrwpeq7jcf48g8wl88ftqkeq6j297l420h3fr6qs0czfl,0,0.0,0,0.0
erd1zvvfga7h9vdxhp03vqte2cmx3tjt94t4yzf5t0s5exvp0fpm864qwmpsvq,0,0.0,0,0.0
erd1q59a5axgyvccafz5ytumtn206pxz8fr9amywwkggz6u5fa8k3g7sfe8u2l,0,0.0,0,0.0
erd1zvqvk3rj6ln7szd22g08spr0w3xxkcqtu0da9q38aanfv6a3gzzq7r6mkp,0,0.0,0,0.0
erd1zv8shkfdahhmsf3hpkjdgs6m4w9avnwm4hm27f07yxsc79q2mqqs28yd4l,0,0.0,0,0.0
erd1q58zryjp9j8x33nvmmvvsnrn808trmx060xwfxp4kyjl9vzcfkzswk62cu,0,0.0,0,0.0
erd1q5646dmgnrkgjt6rlzsfq25a2atz7dqzx0ef5ka39y9tr800p5ys4z8a0z,0,0.0,0,0.0
erd1q4zqu672jcmxc95vkctasep3526jcz66rs3dnyg80mst4kxyzvvq98gw5h,0,0.0,0,0.0
erd1zvhznlqrjnuhp2m0u2u3nul3xmqnklauzxax4sr9y4r3jrnqqq7qwcea5y,0,0.0,0,0.0
erd136z4ja3ryehzlhujj7ycu48zdxyhmtsgfyunp6yal9rc77hsj7ssvxqxx3,0,0.0,0,0.0
erd1zvpnjujtnj0v6846ecg7phgmpfqea50tq89qh0ak2m6fq90qqnxsykclqd,0,0.0,0,0.0
erd1q4t97p8pa8325xradxgl87dwxk2ctadsdqwsec3qg9m3qpf7fxfqjh4n3q,0,0.0,0,0.0
erd1q4cg9ehdqz79ve5ngrdcje9hx0zuh43245cwd5x57wg66uwg975sgahynx,0,0.0,0,0.0
erd1q4s46zymh7p0ss08whv9x4q8hu48v9hfk0pemj5mwvza7xnkfg9qu3kaqt,0,0.0,0,0.0
erd136z6ylwmq7gpz29634dp0g97s97zr3ex6df5wk5qnyf3kf4h8mkq5sh89m,0,0.0,0,0.0
erd137098sv5mk9wc25kzjza6ug9lxjcdkhjx653ut77m6yj0g6cw5xsxgh5na,0,0.0,0,0.0
erd1q4kqay4htmh0vgpgvjz48layqetgfuhf0u2pjt7kdxc0a20qcryq936xe2,0,0.0,0,0.0
erd1q4j639p6uqj55f895vxm93s0vajv8gankx3mn8xhu9ctl70257esgz4kyw,0,0.0,0,0.0
erd1q4cywc9nmfapprvuqhwy9nsdg9m52dgqg8xph927g8uw4qzej93qknpafl,0,0.0,0,0.0
erd1q4cx4pzq3ql3mdckaas0n2g64ewmrw525rrh8kkuvkmx03swsfts2tpxxv,0,0.0,0,0.0
erd1q29dqr7u0uxhqfjlxuq0v5hrx4hqncl8l3t2k66hy576p4ewxszs74e55u,0,0.0,0,0.0
erd1q26q3e90dxz3uj0fmevzpsmg7qy3zkwcay0n8020mjw5v08rz53set09cv,0,0.0,0,0.0
erd137h6pg3lp6yxhlref0mx7v7kaqelu42pm2y8vsr0nzrep06cy4lsusgl08,0,0.0,0,0.0
erd1zzlke4jed8d6yqd8e55s0efpvrz8j4s8fqqpk3wxj9afepjlp84quuljyz,0,0.0,0,0.0
erd1pz38hw4lnq5hqhu0lz6tn0ueuakxlz0w935j3fy0uys56r84qg5q85e89j,0,0.0,0,0.0
erd1pysm0y9dnampmzfzs7jfqucudt4q0veyewmenszdllpszhyt0mksjfupv7,0,0.0,0,0.0
erd13857tpzlwq3s502308mla8ch7v0zrqd9wvrycv00xyhw9aqvmnvs3pj4uy,0,0.0,0,0.0
erd1pyrkj7elrldmhvaac4wm8yxcxeyurz09egevly0atghzvtkqg8qsrs39wc,0,0.0,0,0.0
erd1zzangulnlf6mnc2jpa575gu0gx0w5jsn4dd85f0qunewa82hn4jsxmy62k,0,0.0,0,0.0
erd1pymlksdyrm46hwftzagnfj5n8qrtye7g2re8y2w2a6x266zhpa8sslf9zg,0,0.0,0,0.0
erd1pyhszve8cgc3nhyh7rkuf20nk3u8s57ffgyr6ddgjvzrh6t835zs4k7337,0,0.0,0,0.0
erd1zzrfa4af5j6j6jq4alxpvvq7tav2w5nxmuln5z2xqexg37g239vqcdf955,0,0.0,0,0.0
erd1zxlgqkym2hqa2sd5kjtvl704q076eeasc0maj6vga84y8yhz60ksltafc8,0,0.0,0,0.0
erd1pxr5wtvhxcu6vzmpr3rz4em5lcry39vqw00m2vap4c34axwj2m3qfqp6q0,0,0.0,0,0.0
erd138cf6t300d85l5h960tdax8zm9t93j96pc8g2yu3jdwsa3x9uhuq2j4la9,0,0.0,0,0.0
erd1pxljk7hukrjzq3cc0y00s5zs9r49q8pcc7wn6n8g752nuxpwdmfsxlm5y3,0,0.0,0,0.0
erd1pxkugnrml3kahuhxpf0qkc8dmqx7e4qfm975fd3uy6vglntxwpwqw835dn,0,0.0,0,0.0
erd1zzsjuv40rusw6s8zm2f5afcxcwrl3yepnlrketthe39d3wmcjjvqaz7afu,0,0.0,0,0.0
erd1zztakhe8xk89st4p3l9ehjk9p5ep3yenp9kjyp7kwmme48msypvqjk5mvl,0,0.0,0,0.0
erd1px83pd4st9mn4ekeru6kjq0gg7cuq8f837lw3cs9j7pp00ku6scsqwty9q,0,0.0,0,0.0
erd1zyytz876jt0kypezqpq90y34yx893jm6aqfvfzwc7ggkc2rh75rq3wfd6q,0,0.0,0,0.0
erd1pz9pnez84n9dk7cr3pyc5539dajdr8xk5zv7ggs55awka8n39yhs45j8dl,0,0.0,0,0.0
erd137vhvf7t7cal5k5y2xtnwapcck5jel2tkyxtg393mej23uhl27tq6fjafd,0,0.0,0,0.0
erd1zywe5ppd5m90vwckl8lnv324ps7c9le0fgf6wg3548awlvy2fgxs9md3j2,0,0.0,0,0.0
erd1zxudyszzzapq36aduzcpz4exzxw0ceuu9pstz9hacarulpd9j6cs8mwfcw,0,0.0,0,0.0
erd1003q3mrqca87zslpkc79l4vws63wlkgs0g0s539rq0lsx996z6cq7hmw72,0,0.0,0,0.0
