,count,percentage,EOA_count,EOA_percentage
erd159t4k39srrs8ndw9cye0340tz6sx0dwdxw7qp8mm7rhh6dhvtj2q260t9g,1,0.006169412055031155,1,0.006169412055031155
erd1f7y5ywkvxdxxtzxtmm0cwep8n7dm4z6y3s0n00k9fhgw6mhsfvnsgtxet8,0,0.0,1,0.006169412055031155
erd1f9vj6q2qcrgryqz0lwj86v67u4w9xc99w7pq04r72l9ez5z6slkq4cjl90,1,0.006169412055031155,1,0.006169412055031155
erd1vg7ppzs5n9y9a56wqv0q3jj3ux4rlletk6mu9lgfvwfcyqy9229svps7ma,1,0.006169412055031155,1,0.006169412055031155
erd1f845tft4fm8nd6w5w396gj4gjl90x7qaa5wqdj9nfjqvxx8wyrvq8t7k8y,1,0.006169412055031155,1,0.006169412055031155
erd1vf970cah8654j2rddw7qh2j48598vlfq3l84pzy2ke4j58t5h4ns0gexkp,1,0.006169412055031155,1,0.006169412055031155
erd1f8k7qdwc90maras03e65rvzw6z4774v9w8e6chme45d8s8sn6pascrzq5y,1,0.006169412055031155,1,0.006169412055031155
erd1f8kt4kh5jeve5xkqlwftwttm7xvkk322aa9txrgjcq2xm98s0plqks5vsp,0,0.0,1,0.006169412055031155
erd1f8wvvsr64glu55kn09sjlfp9ma4eremgjn2v45lg4fhe3a3ya35sl0wxp7,1,0.006169412055031155,1,0.006169412055031155
erd1f99rrggu32dmeua4kmraxrdncxkkahkvag0z3ek7rhe9adjdgc7sh7qhq0,0,0.0,1,0.006169412055031155
erd1veygpc4m8yf80d2gspt4428ftx6us5v3zwwgkzlqt4nmul2n208q85jerh,0,0.0,1,0.006169412055031155
erd1f9cj3wd75qela982g7yw3stxrnmaumq8u3k04tr9krj6kvh8w55sp68k0c,1,0.006169412055031155,1,0.006169412055031155
erd1vexzppzjpkszfrmm32a3s9glkp25kgg7pp9yr5jld9qwx8aahpuqsgn2cx,0,0.0,1,0.006169412055031155
erd1vex557qxk9jllqzz822e4ekfqh735a6vkvmzw8st36x3gup0ua3smw2s7q,0,0.0,1,0.006169412055031155
erd1vc6j028ytpl2rh0gmxjcgxlhf23806cgdr9x7h8ea9qustw8zk2s0652ee,0,0.0,1,0.006169412055031155
erd1ffv3zacs6ydvd8yq5uplgcxj6p09yuhpnpn3smuylhf6xnnu56cq05mwpe,0,0.0,1,0.006169412055031155
erd1vgzaq3ese6xp9ezyqxgmtmprjr7xakcangcr0adklnmg4lvagq2syxux9d,1,0.006169412055031155,1,0.006169412055031155
erd1flw3uzu3cl9vdw3jnkcjuf2ag2m72p7v0nuygaye42jdpnd7ue0qmckt5j,1,0.006169412055031155,1,0.006169412055031155
erd120xkxnu303525we5a6r3gx7vhvqrn4d6wksm02d7lhfvcakat2fss33q2h,0,0.0,1,0.006169412055031155
erd158hylusvdyvdyskfhawsdkzdl7mmnwkgna9epxzqlcxlzrg4q0rqdv4zwy,0,0.0,1,0.006169412055031155
erd1v7syk68h06luld00jwsjvaqye3lhxd9dgdnjlrnk6k037ccc6wzs39n8qm,0,0.0,1,0.006169412055031155
erd1fkjvfg99qfagxgp5v9dtgvz7eansjt7exf3e6ysjy6c59m6t5k8s4fkrzm,1,0.006169412055031155,1,0.006169412055031155
erd1fkuql9jvjmtv9zct3wca5m9xupmtrmjzhsefl20cqefg8n5q9gls02wake,0,0.0,1,0.006169412055031155
erd1fl72a5ddr704duaqskgfpgnnx0d8fnam9hj4zxdjzlksal8mx87qqxm3sh,0,0.0,1,0.006169412055031155
erd1flgapsqdhvzfntznwm3ke9ns4u4jd32yrdalfuwaf5amu2u686kslnxvge,1,0.006169412055031155,1,0.006169412055031155
erd1flhu2gkgqrkm7q3d4la5djdzxujuvzqkwdrme2e0ehfr40nf0sts699as6,1,0.006169412055031155,1,0.006169412055031155
erd1587uxpd7hpzur4qq4264km3qn9r78m09rtfltc88a7texkgrss7spaygcw,1,0.006169412055031155,1,0.006169412055031155
erd1v7lanzf858plzpr2xvz30ag9favkme059v4xvacezr76q3gfpuhslfgle8,0,0.0,1,0.006169412055031155
erd120zy4kr2ugulaqezrask26wz2caxx0uyz6e2permxtz069adf04q695z5j,1,0.006169412055031155,1,0.006169412055031155
erd1flz6gzq3sx2d99w2hrjakwsky5xmwmp9nwkc7fvuswuhmp55zpuslaq8ad,1,0.006169412055031155,1,0.006169412055031155
erd1fk24g6mqasxg5dt2qyg395kkvsua7dszv7hgmtf05rcq6xyq3acq0ggf3m,1,0.006169412055031155,1,0.006169412055031155
erd1223gv00esftpjmelh39qcxdl5q62sla0zlsuj78ectmghgftdt7q9sdsl0,0,0.0,1,0.006169412055031155
erd1fm4j3xwsj2xddxsmusx8cffr5g85zhudgzph44qdz9lezces8ldqglthh3,0,0.0,1,0.006169412055031155
erd1fmadj5cwmf87hepvn72q07w4qscvwyunxduvk8j376e3lj9z8xcss7c0q0,1,0.006169412055031155,1,0.006169412055031155
erd1v7g4j22gjdgj9e4pmf006v8dmqjfjfm90mrsj0n8m88jzsm0l66slpj8zt,1,0.006169412055031155,1,0.006169412055031155
erd1584t4926nceasxyn72vwvs24r0ycnf2eckl202f4w2n90nv5juaqevp56t,0,0.0,1,0.006169412055031155
erd1229scjjfhyqd5dzkf9mjfswl2jk80rh2fqace2sp9kpg93xvjs9sl7vv64,0,0.0,1,0.006169412055031155
erd1fmmcl54q3y442zf3pv9k3lpwqz7n4lyj2q2q2zsf6eaz29hfljas5afhsz,1,0.006169412055031155,1,0.006169412055031155
erd1fmw4q2mq7f6nn2jk00xjyw385ynlxx6f26xk5lmmfzpfa6zvg2tq6r5fvz,0,0.0,1,0.006169412055031155
erd1vhtlchgkk3v5xvwmm9gylxnr4j22wvjp85ey8y6z7wrvc73h6kyqlvf4z9,1,0.006169412055031155,1,0.006169412055031155
erd1583tg7946txms3lqwkwf7xrdrmawqmzdcjlkahqtnhz3x0msfrgqecpy3t,1,0.006169412055031155,1,0.006169412055031155
erd1fnu4we7dw5cva086adygatyag0xx0mcd2wmdxl4vda6ke3ks0r8s9hxpvl,0,0.0,1,0.006169412055031155
erd1vhr82qe07w9xaspl8juk9wlx09tpyeyyd5qke9967un0sc8wl4fsgm4m5h,1,0.006169412055031155,1,0.006169412055031155
erd1fjyf5yl44z6cnun7kdl0kpuclwems47lc6a6hqxxamj53x20v5mqsmca42,1,0.006169412055031155,1,0.006169412055031155
erd1ffvra39gus26hkn89usrmn6qdqt9z2g7n0m0fc6w2w737yqgt7as2q0pzt,0,0.0,1,0.006169412055031155
erd1vhpve5rvpeakxwyxmnrdyuvt24wnwy82l689ppw7qgc0vw8rgsksg742mc,1,0.006169412055031155,1,0.006169412055031155
erd1vazua83vqf70rkt9qprmaqpz9qae3ef7fzfyph4z2x5ftfzqw9qqyraxns,0,0.0,1,0.006169412055031155
erd1vat5np59vj2aqwqlx80nrutyrl3jax5dknqhdv420zurrvqdnr8scat4s7,1,0.006169412055031155,1,0.006169412055031155
erd1fg9r3zk58h4m0dzatgexv6a5xfrgyrdzyj7307gechgl75ccx93qcw3cha,0,0.0,1,0.006169412055031155
erd1vhdlvlycfelmypfuhzk5kvygtzc8afmjk6jkkjppxtzpvqhdme0qn48z9k,1,0.006169412055031155,1,0.006169412055031155
erd1fgg4lgdhjk8djwe3ntn5f08yut0vqg5m9um2gj6xv4qmljvzvgksjj8wdj,1,0.006169412055031155,1,0.006169412055031155
erd1fglssthuvsydn3npy5xqh60mp9n9h5tvx6qat0p3se85gr5483ks508alv,0,0.0,1,0.006169412055031155
erd1va39m66wxuu62s7mg7jq0r77cvlhgu084qra32s2kuglztr3qanqxef4mr,0,0.0,1,0.006169412055031155
erd1fgzjv75yp80vv6pt4w8ev0fdmg8pun98wvc3h8mpgz26tceeg6asw664s2,0,0.0,1,0.006169412055031155
erd158l8kcz8yh0jqmz3sgsrkgxf55zgdyvecdl066dx8q5pfmfwvfrqvm2le4,1,0.006169412055031155,1,0.006169412055031155
erd1fhfd63nxxndw0vfv5yy8pp56wkjhqk5u4u37djr6x3w6a40kn5vqg9kgqd,0,0.0,1,0.006169412055031155
erd120m5nr4z99pdrwz4qrsu7kjln50zg70w9huyl5cjkpckpglf65tqz45zve,0,0.0,1,0.006169412055031155
erd1v9eryw6lsgkl5us4t599umg4e8ny8p8tks2h8jzw6f5d007wzu6sqtyzyj,1,0.006169412055031155,1,0.006169412055031155
erd1f4guem9cetv2ruazc8esxh38jg8aavpaxw3rgqd4tdy6dw8tttkqgz9hkp,1,0.006169412055031155,1,0.006169412055031155
erd1v9erfnt22vjlkqylx9h8p0yl095va87rutl4f235z9qmq09j4qfs79v0xv,1,0.006169412055031155,1,0.006169412055031155
erd1v9ctq4l56slpty8rcge05jd3k4pne045w8dsydseus4thwflsxnswcgml4,0,0.0,1,0.006169412055031155
erd158l6z4vnwjxkkvlssjys25akjps034asutqxp43tn6x2n4wvgwlqen0fv7,0,0.0,1,0.006169412055031155
erd1fj3l3ra9w5eyyjevqc2rl2k2e4v2423nlr78pvf8d46j9r2yhn2sd9zzjh,0,0.0,1,0.006169412055031155
erd1vhq5kt0tklfeng4ktsrwpv3a498k90f4azy7pjh4dkeuw0t6yq8qw448x6,1,0.006169412055031155,1,0.006169412055031155
erd1fj89pknwyn7enj60xatejx52qngpvtzh0xzs56cveqhs3fgp5weqa3lnqz,1,0.006169412055031155,1,0.006169412055031155
erd1v9244z46vkkrpj5x52qve784uu7968qvztk40fdx43k7r87vajns9pdfqj,1,0.006169412055031155,1,0.006169412055031155
erd1fjm80tykclla8p3dcdjpkg62ekmwvcp448y7fnucap79lpedk38q982md7,1,0.006169412055031155,1,0.006169412055031155
erd1vhqul4766w5wcd66cd0yw9p0z0g9qdwenrkkjugdp2ufh49ll2cqj4gk8f,1,0.006169412055031155,1,0.006169412055031155
erd1v8s35xm4q4xlgrr59j9m4ff0rm5vpje2ce2fqx282g5ku8w5535qug7nuv,1,0.006169412055031155,1,0.006169412055031155
erd1fjpjgey338an738v0v3ys80plfvfqnyz775es8wucymuk2x55vlqh892cj,1,0.006169412055031155,1,0.006169412055031155
erd1250r92kat6mmq5s5x3a7au8lg843c7w7pw8m2pe3tuxrxjavcjvs5upu7c,0,0.0,1,0.006169412055031155
erd1utat6cna5m3uly0ww7tczu8wzcwvwhc8t7l6ndwpqfrs3k6p36csq0zkd3,0,0.0,1,0.006169412055031155
erd1u6hm5sx6ce8ef35wplg2z204j2pkqwspvklulynllnzh6zr5xlgqmk5x9h,1,0.006169412055031155,1,0.006169412055031155
erd1gw6jqfz47xrhnzaj5eq6fqtduyksfmff4mwxm8m3dcavs50csajsvslc4e,1,0.006169412055031155,1,0.006169412055031155
erd1gt6928kvz46uda8g32kw24x6srejxmq773htzz8m40j637h4smps2c7yxg,0,0.0,1,0.006169412055031155
erd12877fnex6uadzh3ddnt2klx5tmnhl292yu7mtr8c39ff9zhdqq9qrlt4wc,1,0.006169412055031155,1,0.006169412055031155
erd1gtq3x08w79qndmkml7jtu4pxlm4wfc27na4c9pxhrr43aa7ma3fs4cgx5w,1,0.006169412055031155,1,0.006169412055031155
erd1vqa6dp5qc5e0gapxg906cpgxnnc2y2zzrv6vjae4nkj3nkr6ch3qdnsjt0,0,0.0,1,0.006169412055031155
erd1gtsd85gtfz00wuk3t7tmw3j5ncs2my8gynpgr76yvd38rmzkpccq9cc003,1,0.006169412055031155,1,0.006169412055031155
erd1gu0uc6m3hmnayarhv7vhhdz0g0420qcx3nhq36jh532vwt6ug08qqr57m0,0,0.0,1,0.006169412055031155
erd1ufc4r927fmwy8a5lguz5jkhjqqq88wwa82q6a0dxlfct96sles4qnvcypf,1,0.006169412055031155,1,0.006169412055031155
erd1ueslq0wq43m5uchaga78k2a32ltuy7mc2vjhe7q8jyfn2cptkauqkw7vmx,1,0.006169412055031155,1,0.006169412055031155
erd14yw5gqx4c0w6n5rl7l5mtpug9mevgqldhhd4z53nrw2cuuce4gdsxqf733,1,0.006169412055031155,1,0.006169412055031155
erd1vqpvd5hvzpsgrqz5chvgq42j33x3pm5pw6j63uznar4djrpqm6msjuu0p6,1,0.006169412055031155,1,0.006169412055031155
erd1guky673cd7hvtlxdq9tfwqx0gncrmek4tlmlx0g7x0fr3dwvekpq8zkd4x,0,0.0,1,0.006169412055031155
erd1ew2w4m80ldscn0zvj3clcmrn84rvkf37pzg7s4vdqvpwwhe3mjnqnxy88h,0,0.0,1,0.006169412055031155
erd1ue5u5m9f2ajxz4w6u9nevjfy73qz9m2wzyxdp5ugt5px2zqqaspswrsxff,1,0.006169412055031155,1,0.006169412055031155
erd14yjqphj6ayzur9fpvyz9kljyv6rga9k8gwgnyg8zq6kcxu2sstys2sjwzn,1,0.006169412055031155,1,0.006169412055031155
erd1vqs0nuxs8sjj6c2wynd8r9ew4gkuakkk9vlxfekczwmahcx4tvpqgl85he,0,0.0,1,0.006169412055031155
erd1gupsyhyue4x62qj2nnf3khz4khnldttq70z0w0r654lxhdcl46dqr7kph0,0,0.0,1,0.006169412055031155
erd1ue4pff35g0g4a8xpsv43ygszqq2za84zyu6gtdqlwmxgktaaqk5sj2dqdn,1,0.006169412055031155,1,0.006169412055031155
erd15eyxjsnkznhd0duvsafqx354vu8a7uj5wu4j09jvu58u5v7ws4dq3whwm2,1,0.006169412055031155,1,0.006169412055031155
erd1udydk0aqfx5lgldtgghn9e35gpuw0zqsqtulg27ne7t8wljdcnsq0xxxqu,0,0.0,1,0.006169412055031155
erd1udx7s4sj6f9mkmq3rcwvulfssncp9zymh9sx955kzqfh9kqc86pq7r8vg8,1,0.006169412055031155,1,0.006169412055031155
erd1gut85zwrg9vjmsz0t5g085hq35jrefv9hzfecty3gjydk46eargs0qkmws,0,0.0,1,0.006169412055031155
erd1gv72cd3ur769ratyajxffg087jlr0xrs2fd70ccp72tstfm5hrlq2j06l6,1,0.006169412055031155,1,0.006169412055031155
erd1gv90e5ln0jg7cqw8w534vvg2n5twwulvfjzfjlx28qa0e0n2hrmqxfevsc,1,0.006169412055031155,1,0.006169412055031155
erd1gvuakmlldspchcuyl0jgxtkyjjfdkl9sa53nlyk33m8helagnzrslyhzyy,0,0.0,1,0.006169412055031155
erd1gvwr2fpv8szkn8urw3fklpjay907yn9any2n3n5qwpsxa499xxkqemm2fj,1,0.006169412055031155,1,0.006169412055031155
erd1vq6ll7nq0p0c7g2azxlm2n0tw7dyx3hsym8ynd844n0cfvgu2vnqc446lx,1,0.006169412055031155,1,0.006169412055031155
erd14z99a4ade40hkmz39k5ny9nj3z90k4san2d7hduqndcd3e9g5dlqmfhrr8,0,0.0,1,0.006169412055031155
erd1gs2hk6slqt8597jetdr5vwaeuw7v34che3rtqneulr6gsfmw6n4sfyg00w,1,0.006169412055031155,1,0.006169412055031155
erd1uj00prwkuhckn4mys2a97f6ffz7dg9thd959xhkcxysytm6tf4gqf5ptqt,1,0.006169412055031155,1,0.006169412055031155
erd1gp9env4fsr3wutwpxdfd0f8crd5n5ta23racxg62lkg6qk0lvjes22kcmu,1,0.006169412055031155,1,0.006169412055031155
erd1ujr7vfkwzqg7s4v50yteu0cruv39juspnfzzh7par84k78l2jz4q03t7hl,1,0.006169412055031155,1,0.006169412055031155
erd127l3247msd2a9seklscvx7aw9get9cttw4k2t56kfhdjztc6fn6q7ej0qf,1,0.006169412055031155,1,0.006169412055031155
erd1ujm6h6w0z8ef638uy29575ajgwhrwtz50rwrqsayj7m5qdmkdl3s376ktk,1,0.006169412055031155,1,0.006169412055031155
erd1gpktu28wt6lr2c05epu4dgqk9tm2depugflatrjxhk7u5xxeqe4stn9cu3,0,0.0,1,0.006169412055031155
erd150627w6x9kfldh5367tu4e77dyvsvcq0xrwh7d9el00jyexul08sw40jhm,0,0.0,1,0.006169412055031155
erd1gpvezez32xyfxgwe8k4ypm5du7zfyzh00rscsqx2csa0j8w3d2gs9cngsg,1,0.006169412055031155,1,0.006169412055031155
erd1gpx89pn74uakxh0hht85wyshv26ngjx6qvuxyhrdch5k0yyw0szql8pn67,1,0.006169412055031155,1,0.006169412055031155
erd1gpz5katjefacflt76hs98emkc0tmdhdfsqnjd40l79avhvgryt2qpp9g3s,0,0.0,1,0.006169412055031155
erd1ujdcy9e48nqrqhlarjhr6scg8mqwvfxsggxqehx86qfsh7ed25yq7snv4f,1,0.006169412055031155,1,0.006169412055031155
erd1vq5wdxjln47zg9kp44lq53k0use427p2atvpj2rwmxwp3ucqpa6q2yap5s,0,0.0,1,0.006169412055031155
erd1jzp9n84v3femvvqh62lr28uv5xwf68q3vcq2ug70raguk8gapvzq8hhfy9,1,0.006169412055031155,1,0.006169412055031155
erd1gry4ec8g7jyqvk37d6kvey8l7ud2jetzpc2xnnw6nxtc5xh85yfsx22g25,0,0.0,1,0.006169412055031155
erd1502h5rpqwjfu87zjzwqxjvdd6hwyv75qg3rjs2hsctrl9vk9za8smu07dl,1,0.006169412055031155,1,0.006169412055031155
erd1gqwvkmp0d2rzxpukzr75kdstjyyu66cte6cahf0g7rzh74a43qpq3un07m,1,0.006169412055031155,1,0.006169412055031155
erd14zz3m35ezfywe4kvkvqdm5j8umchcl879jwh8xetzure7850npdsn0elpg,0,0.0,1,0.006169412055031155
erd1gqz3nxz4ekehswecvp26wdeu8t8yh9gmlyed8a0sypzr67tqcjsqjnvjq4,0,0.0,1,0.006169412055031155
erd1uhff3j4u2wdwkmndzcaw9ul94n4l7k9hjwz2gx5n7pxjy4ufzz7qrf3gak,1,0.006169412055031155,1,0.006169412055031155
erd1uhd8r4cgqah2fcaqrrecs696rnx5fxz22qnwqwuyugarnpk3d5lqc7d42q,0,0.0,1,0.006169412055031155
erd1grdz5vn83628z8ep69c372c4nrv8mmj22xd9xqmnvnp5ls5syl2qg5u8sg,1,0.006169412055031155,1,0.006169412055031155
erd1grfczehvnrpwsx6h7en7ruh08lag36eqqm8g5gs3gd0sxk9stxtsrn0qcc,0,0.0,1,0.006169412055031155
erd14zupv3sdelm3kwe2nrxctvn4hszzh3tpccu3fclct2jz7r396x7qce6xk2,1,0.006169412055031155,1,0.006169412055031155
erd1grn30xypva4w2z8lu9n9k8hkglhdhjy49kvz3vn9869kkvecht3qn6gzz0,0,0.0,1,0.006169412055031155
erd14zqz93eaqj2uldyn5se6ww54t93efapzn7h6mm2rts23d4ml62wqacplch,0,0.0,1,0.006169412055031155
erd1gw4f9kevwde6te4dc60ue7cv9r6lpuq7z9899uxr56ctgad4dwqqqmg2uq,1,0.006169412055031155,1,0.006169412055031155
erd1evnt97l7jg2ytd075at6gs4v5mvt2qt33ln7rgzhxa5kxfzxxlesa8u9ac,0,0.0,1,0.006169412055031155
erd154kpx355y402pzn3egevp3mfschl7pkt98mhkgyfr74jyr20xm6qs6q06g,1,0.006169412055031155,1,0.006169412055031155
erd14xy2vf5w2mmdveafvcjrgcck6qflrv8pvrsxuec8nu9faur4nh7shrsasd,1,0.006169412055031155,1,0.006169412055031155
erd1u880d4dxudgs3quvf6prtzdqtzy5kdgxgpgqccnd6ctslt92tt8snnp2uc,0,0.0,1,0.006169412055031155
erd1vrq8nj9x3n3667555vu635d7jfnufzm45s3y48m24t35j376r0wqrvkacf,1,0.006169412055031155,1,0.006169412055031155
erd1h2aqfkjc68zea775tawwwxe48fzn4xgupcpt9zhpvgnh9hjqdgmsrvej30,1,0.006169412055031155,1,0.006169412055031155
erd1h2cpvrtk78wm5mujfjy5zmylxpv3cj5ps7qf47arve07yq4l0j8qlwd7ck,0,0.0,1,0.006169412055031155
erd1h2dh9nnpr793uf5r0x4f5f7yqanm7kaqxj6zgfsjc4nv7gcgyrzqc820x3,1,0.006169412055031155,1,0.006169412055031155
erd1h2zvaphnnk3ma4h3lr7nnrsercdd4amd9p9zrqmgrn4e8t5jldpq4lmkad,1,0.006169412055031155,1,0.006169412055031155
erd1h38hmvkknfszghtu8kuxzh6yudwgp44ffe5fdnpg456mgh4hy33s7vjaw3,1,0.006169412055031155,1,0.006169412055031155
erd1h3fr46h375p9zvlcejjnywh7r7k9e4u2gtddm576nrjqlxdzs9ns092xkg,1,0.006169412055031155,1,0.006169412055031155
erd1h3gklfmpwg24cwzeqc5pkcxt7wq74xjrh6flfl2sxmkgslqmz5ssp836cx,1,0.006169412055031155,1,0.006169412055031155
erd1h3glk4c0vrw4nghltv827efk4et3zee9c38hzw8f546juvzkf2wsjyydtj,1,0.006169412055031155,1,0.006169412055031155
erd1u6ypakyaz98y8kjhglu0kxespcqzk298zuydnpwdpt00na5ltzgq7pxpcv,1,0.006169412055031155,1,0.006169412055031155
erd14x4j2xhyjs9p8x80xw84prw6lmt3thx9entdhvdtxfvjdgrxerkqm4yued,1,0.006169412055031155,1,0.006169412055031155
erd1h3wljh76apk6sese8n7kxxt6v3kprs5lch2rd00gnvsaqtnlpwuqyxe0np,1,0.006169412055031155,1,0.006169412055031155
erd10xwww64axcd5rufg29667urar0d9ag57lngz5563ngqzht4p80fs59gl6h,0,0.0,1,0.006169412055031155
erd14x2kpu6aqkwk2ymq3merz84sjqkxczqclr2wppkp0mhn4tnrd8fqmcart2,1,0.006169412055031155,1,0.006169412055031155
erd14x2305x7uwse2fzhfrf0nwydvar9z2uw7qlthufu8dr92ku4l0tqm9xj4s,1,0.006169412055031155,1,0.006169412055031155
erd1h43et928tgjgd4mf0x8xad987c58jxz49s2akzvafcgk8zv7j9gs4h9lq8,1,0.006169412055031155,1,0.006169412055031155
erd1f66l0gjdkpqxsgkea6s7v58gf5akljtlwd3usmwkht03gj88t62spvcntd,1,0.006169412055031155,1,0.006169412055031155
erd1u6t2f22u0lfjfgfwuemmq3g8wwjuknnh262rqe8ag7ssdtywu3pq3p6gjq,0,0.0,1,0.006169412055031155
erd1u6rtzaxktn2jm7uapd9t6g82epsgtlzt0cgpzxqle7kr60pt58jq0hwt9j,0,0.0,1,0.006169412055031155
erd1u6lvfq4frs6jxx35t69fv0efdzw00q2ml5zwsu670l5e56vxznaqn3j2xd,1,0.006169412055031155,1,0.006169412055031155
erd1h4mrqc09ln09denhn8g98v3wmhl2vkdwjg0vupxgnlhzgj4k049s4dkf7q,1,0.006169412055031155,1,0.006169412055031155
erd1u6jr2gft2fyx7h2n2ulmyt69jntp0tdzlnpld44fxqs70c3l287qctlnyl,1,0.006169412055031155,1,0.006169412055031155
erd14whntajkc5m5da6s9x889a9ut0d8486mj35gtuv5hsxuzsx70jqqx9g9wf,0,0.0,1,0.006169412055031155
erd1h4w4cwml7fe7e35ymslphduwyhwr6r2pxdvvnjyntrd2e850xz7s6ww8xk,1,0.006169412055031155,1,0.006169412055031155
erd129ew3syj359z3zc2489nydst9z4qrjfs97c58yywh3p3f3yecctqrweyhr,0,0.0,1,0.006169412055031155
erd1h28qgu9upfzawe0ppsdjj98jd9ff9s76my203jt6wxcpv27hjk6q6marrk,0,0.0,1,0.006169412055031155
erd1h24k4mqfameqtrt89hw92ev2pshj3q3htcup90ewh9wyw5zm4m6spe65rt,1,0.006169412055031155,1,0.006169412055031155
erd1evacz2620x2h7kggtv0vkssae5aelucgx599z87tlq8pc95wsunsenmhzu,1,0.006169412055031155,1,0.006169412055031155
erd1gwf6ndzh8myz7ptt3cdlhhqw23tqxgtja5ucf54vwuvxsdlwkhyqvklj7a,0,0.0,1,0.006169412055031155
erd1gwt8q9jf8xlhurdc3e075a8p8fmx6etajn7r0q5f6seusn6tps6s4hkdv4,1,0.006169412055031155,1,0.006169412055031155
erd1ucmxvgg0rkyf3c76mhwkh2dmlejjtzv5v8dyh7ajz25wsly438dqjqtxaq,1,0.006169412055031155,1,0.006169412055031155
erd1evljqa522zpa4y98k2t2rx22jatxjrjtneaj6p5h0z57z0fk5kgqpe7teq,1,0.006169412055031155,1,0.006169412055031155
erd1gx45ucqpqdd5va7x00wzd2yxm9t6yvgdau6ruehdgqhs6d59rluqv3sm68,0,0.0,1,0.006169412055031155
erd1gx7h4jzazs9mg6u7nx0adu0cxcrq5sugkv468z6n8krm8pek2gxsnengzl,0,0.0,1,0.006169412055031155
erd1gxg4kk7r6kap3vutzp8j02quuzfyp0wqs9u69a0srqndgucuv5rqetz7sl,1,0.006169412055031155,1,0.006169412055031155
erd15ezzphuqg0x9n7f5rl7m9f40y4pp92xq4nm4277f0zvdmwxc32eq7ysn93,1,0.006169412055031155,1,0.006169412055031155
erd1uc89av0g75wqumpvv20sv5wa9cflpx96qmwtn6t59kxmhxzdswxqlvz0rv,0,0.0,1,0.006169412055031155
erd1uc3825t86e09gqau3fllatlq8jnesq22shr0q5edwkqhw5ct0jaspw8324,1,0.006169412055031155,1,0.006169412055031155
erd1gxpz4zap0uumf6zu5849h33eqx3tgcrxqzkmhg778v7ceqpf9qkqk3ejux,1,0.006169412055031155,1,0.006169412055031155
erd1ua7adhvm4xf0vcfvacelpgkpd6es4kcgx3cp8k8ckkmzc6wtwzxqcdm6qg,1,0.006169412055031155,1,0.006169412055031155
erd14x7m73ffqtmv9dksfcj74rv298hagyp0cw0wzn8qpuhsn4unrsyskflxr6,1,0.006169412055031155,1,0.006169412055031155
erd1gxtpmaq0t2kxsf2cqxylcd4n286gc2pntt5u2458yalxdgmag7rswpa3vt,1,0.006169412055031155,1,0.006169412055031155
erd1vrnd76vslvtacmp40z9hkejqz67zwfm8q9mu99kax38x7l5s2uzq6awdnq,1,0.006169412055031155,1,0.006169412055031155
erd1gxyulp7pgt2yull5msgu63vaanfkxegtp6gqh4j42n9f2gqn80sqz5f52w,0,0.0,1,0.006169412055031155
erd1ua50pl79zk88qvz2k3ehu7dsr7ngap05fc7xemwfj7k3prtdk44qxpp7cz,0,0.0,1,0.006169412055031155
erd14xtl9eggyz54h8xqway73mhc7pmtdt4eqkmvn5k2az6wvu7rkhrsrx8azu,1,0.006169412055031155,1,0.006169412055031155
erd1ua2yw4z7zfqy6remsjesr39sff4ayaxmds7hrzmnmqucy5aua5cswrsdwp,1,0.006169412055031155,1,0.006169412055031155
erd129cxsr76g7fk7qrdxx808tvkvnjd392l9zp2g2tteqlzq0xcdyesqc9fxa,0,0.0,1,0.006169412055031155
erd1gz82cxznxtcjaq5mt9mx7gh924xewauud094lwggzzuldny2trdsqxem4k,1,0.006169412055031155,1,0.006169412055031155
erd14xnfm2zu5vs50kqygrmcmua75zuyl6j7lypzar65l3aulzjlsq0shk6cd4,0,0.0,1,0.006169412055031155
erd1u8jjnmfvzvy80dfpw6ykr5x89knezy97zuzcrve04yu0q6vk8qeswfydwq,0,0.0,1,0.006169412055031155
erd1u8hk0uhx4wc7707ps640lvdyzgaua2yx3zrevq9smaaaxvufcueslgtt34,1,0.006169412055031155,1,0.006169412055031155
erd1gp56dqlyf9zqum70wueevwyhqs9acnpa3fr6zwkaw8emum2l9cvqeqkqzu,1,0.006169412055031155,1,0.006169412055031155
erd1gp3x2tvwsgcg5wmqdmvfyhlwxk4sk0wjkssyhfm57e7yrhfvke5sw9llwe,0,0.0,1,0.006169412055031155
erd1vq4zzzwam8y4ljrnjjsrhtrmhzen9y06ecnfl9qauvgp9j6cfazqjadphg,1,0.006169412055031155,1,0.006169412055031155
erd1vpw7a88q5t6e94yuq0tawfnh3r74pynx83n4kawaj5xxwnwm33hqslx2a9,1,0.006169412055031155,1,0.006169412055031155
erd153pq3wlg0lr9zkahfv6fz2l9myhwpx2swmf6ndfgdhywyjkzjs0sgzmma8,0,0.0,1,0.006169412055031155
erd1urj2sck2pd3x3dmvyv0qhy6wgt2c2qcv4qj0vpj6dd47ucw4lxjqcweqlp,0,0.0,1,0.006169412055031155
erd1urfwxl4l2624klsy26k9f7nttumuj38q4tp0uthkqu400ylkacus7jkfce,1,0.006169412055031155,1,0.006169412055031155
erd15332decvk3ujyp949mc0agqqkwf4lc08q87vraa3w9esm6xcwy8svv4e7j,1,0.006169412055031155,1,0.006169412055031155
